"rsid"	"pval_method1"
"rs2441"	0.17827824
"rs2442"	0.22434429
"rs2443"	0.80518315
"rs2444"	0.6073331
"rs2445"	0.59362569
"rs2446"	0.66948084
"rs2447"	0.95778664
"rs2448"	0.26795027
"rs2449"	0.46335094
"rs2450"	0.73837676
"rs2451"	0.93074365
"rs2452"	0.10646581
"rs2453"	0.80883711
"rs2454"	0.67796201
"rs2455"	0.39242321
"rs2456"	0.63518531
"rs2457"	0.34661559
"rs2458"	0.62889408
"rs2459"	0.42418828
"rs2460"	0.60765484
"rs2461"	0.47153622
"rs2462"	0.76978722
"rs2463"	0.53612323
"rs2464"	0.76136853
"rs2465"	0.76882919
"rs2466"	0.23943017
"rs2467"	0.09489565
"rs2468"	0.31435102
"rs2469"	0.56593954
"rs2470"	0.89762157
"rs2471"	0.96552221
"rs2472"	0.59775476
"rs2473"	0.62282407
"rs2474"	0.45724085
"rs2475"	0.72118912
"rs2476"	0.79091803
"rs2477"	0.75161268
"rs2478"	0.80971572
"rs2479"	0.81697056
"rs2480"	0.4376769
"rs2481"	0.75108806
"rs2482"	0.21277886
"rs2483"	0.16953916
"rs2484"	0.04831882
"rs2485"	0.64092897
"rs2486"	0.88055977
"rs2487"	0.21262045
"rs2488"	0.97944773
"rs2489"	0.96988801
"rs2490"	0.45238778
"rs2491"	0.26329696
"rs2492"	0.4936469
"rs2493"	0.7781706
"rs2494"	0.37153567
"rs2495"	0.29937097
"rs2496"	0.81468037
"rs2497"	0.2249233
"rs2498"	0.62155625
"rs2499"	0.3314359
"rs2500"	0.96448645
"rs2501"	0.67390938
"rs2502"	0.8526166
"rs2503"	0.73375738
"rs2504"	0.76218408
"rs2505"	0.46067426
"rs2506"	0.06452007
"rs2507"	0.67904313
"rs2508"	0.70727768
"rs2509"	0.83673667
"rs2510"	0.24009968
"rs2511"	0.47940155
"rs2512"	0.54114825
"rs2513"	0.80575946
"rs2514"	0.93969307
"rs2515"	0.80534923
"rs2516"	0.0064672
"rs2517"	0.49311716
"rs2518"	0.53762332
"rs2519"	0.35344234
"rs2520"	0.58331696
"rs2521"	0.69946779
"rs2522"	0.89821531
"rs2523"	0.37315957
"rs2524"	0.07656591
"rs2525"	0.44956534
"rs2526"	0.338146
"rs2527"	0.40102706
"rs2528"	0.75513433
"rs2529"	0.2438129
"rs2530"	0.93322482
"rs2531"	0.73184385
"rs2532"	0.10875186
"rs2533"	0.64762129
"rs2534"	0.09674014
"rs2535"	0.32713919
"rs2536"	0.96721946
"rs2537"	0.31515203
"rs2538"	0.22143545
"rs2539"	0.65765991
"rs2540"	0.77688254
"rs2541"	0.53234327
"rs2542"	0.21448111
"rs2543"	0.78861629
"rs2544"	0.17780113
"rs2545"	0.5514183
"rs2546"	0.31505826
"rs2547"	0.02126436
"rs2548"	0.38392149
"rs2549"	0.61690792
"rs2550"	0.99004686
"rs2551"	0.35440965
"rs2552"	0.63451131
"rs2553"	0.53328195
"rs2554"	0.0719537
"rs2555"	0.51738414
"rs2556"	0.492679
"rs2557"	0.79866116
"rs2558"	0.85980705
"rs2559"	0.27635118
"rs2560"	0.08183138
"rs2561"	0.72234725
"rs2562"	0.24646019
"rs2563"	0.62570549
"rs2564"	0.89185552
"rs2565"	0.36313773
"rs2566"	0.94845682
"rs2567"	0.84674959
"rs2568"	0.18659963
"rs2569"	0.97312108
"rs2570"	0.82546363
"rs2571"	0.45576075
"rs2572"	0.83366307
"rs2573"	0.32559763
"rs2574"	0.71458644
"rs2575"	0.08969998
"rs2576"	0.03915747
"rs2577"	0.56608531
"rs2578"	0.35991745
"rs2579"	0.09105738
"rs2580"	0.16465673
"rs2581"	0.55325605
"rs2582"	0.24909503
"rs2583"	0.08208591
"rs2584"	0.22898517
"rs2585"	0.76833972
"rs2586"	0.41115268
"rs2587"	0.44847464
"rs2588"	0.0703561
"rs2589"	0.35503448
"rs2590"	0.66935837
"rs2591"	0.96687579
"rs2592"	0.4399372
"rs2593"	0.09511702
"rs2594"	0.22845698
"rs2595"	0.44882149
"rs2596"	0.12968458
"rs2597"	0.42583554
"rs2598"	0.18022487
"rs2599"	0.72445598
"rs2600"	0.28140436
"rs2601"	0.15358964
"rs2602"	0.97421428
"rs2603"	0.17310156
"rs2604"	0.74337635
"rs2605"	0.30687867
"rs2606"	0.47846875
"rs2607"	0.70209845
"rs2608"	0.88167519
"rs2609"	0.02278184
"rs2610"	0.69440213
"rs2611"	0.0374766
"rs2612"	0.69691187
"rs2613"	0.166653
"rs2614"	0.370308
"rs2615"	0.68827022
"rs2616"	0.08207329
"rs2617"	0.92423294
"rs2618"	0.65510492
"rs2619"	0.75174837
"rs2620"	0.25113005
"rs2621"	0.01501397
"rs2622"	0.7299913
"rs2623"	0.43728488
"rs2624"	0.97107395
"rs2625"	0.28031465
"rs2626"	0.51216153
"rs2627"	0.4135068
"rs2628"	0.09206661
"rs2629"	0.37757319
"rs2630"	0.08457477
"rs2631"	0.3511617
"rs2632"	0.27816534
"rs2633"	0.80711443
"rs2634"	0.82293876
"rs2635"	0.29954627
"rs2636"	0.50962313
"rs2637"	0.36843722
"rs2638"	0.19274101
"rs2639"	0.29990082
"rs2640"	0.93818507
"rs2641"	0.48442531
"rs2642"	0.26732059
"rs2643"	0.72770249
"rs2644"	0.80574298
"rs2645"	0.82254072
"rs2646"	0.07600847
"rs2647"	0.90538231
"rs2648"	0.9271981
"rs2649"	0.81672074
"rs2650"	0.45638129
"rs2651"	0.04740354
"rs2652"	0.89105997
"rs2653"	0.91530671
"rs2654"	0.69139242
"rs2655"	0.61619564
"rs2656"	0.37798588
"rs2657"	0.95075381
"rs2658"	0.11636017
"rs2659"	0.62589288
"rs2660"	0.89944081
"rs2661"	0.20832657
"rs2662"	0.08438828
"rs2663"	0.90253879
"rs2664"	0.64988466
"rs2665"	0.87558025
"rs2666"	0.38925795
"rs2667"	0.87968949
"rs2668"	0.63293894
"rs2669"	0.7168074
"rs2670"	0.4720714
"rs2671"	0.39280108
"rs2672"	0.98580088
"rs2673"	0.27939844
"rs2674"	0.08591165
"rs2675"	0.91030463
"rs2676"	0.19163237
"rs2677"	0.26614135
"rs2678"	0.83438497
"rs2679"	0.46611463
"rs2680"	0.98503137
"rs2681"	0.19367852
"rs2682"	0.15493002
"rs2683"	0.47107688
"rs2684"	0.44124886
"rs2685"	0.83405684
"rs2686"	0.83820827
"rs2687"	0.67542818
"rs2688"	0.9208437
"rs2689"	0.46414279
"rs2690"	0.21535658
"rs2691"	0.10962336
"rs2692"	0.90712375
"rs2693"	0.12052343
"rs2694"	0.78012698
"rs2695"	0.19151239
"rs2696"	0.34163837
"rs2697"	0.95013645
"rs2698"	0.51137823
"rs2699"	0.16065117
"rs2700"	0.18454458
"rs2701"	0.43788508
"rs2702"	0.16656666
"rs2703"	0.84406008
"rs2704"	0.86926681
"rs2705"	0.29945727
"rs2706"	0.02788381
"rs2707"	0.32911969
"rs2708"	0.07372266
"rs2709"	0.06784901
"rs2710"	0.11760077
"rs2711"	0.46965049
"rs2712"	0.9917083
"rs2713"	0.127971
"rs2714"	0.39809414
"rs2715"	0.2977322
"rs2716"	0.59214579
"rs2717"	0.93784595
"rs2718"	0.16222177
"rs2719"	0.33970551
"rs2720"	0.08120772
"rs2721"	0.93805716
"rs2722"	0.09468188
"rs2723"	0.23100664
"rs2724"	0.33781362
"rs2725"	0.47642018
"rs2726"	0.22672452
"rs2727"	0.7487131
"rs2728"	0.83260966
"rs2729"	0.74325347
"rs2730"	0.72908229
"rs2731"	0.62276559
"rs2732"	0.40398047
"rs2733"	0.05569945
"rs2734"	0.41927735
"rs2735"	0.18184508
"rs2736"	0.69339072
"rs2737"	0.90725328
"rs2738"	0.76867948
"rs2739"	0.00769419
"rs2740"	0.85287865
"rs2741"	0.93326532
"rs2742"	0.3347306
"rs2743"	0.48047616
"rs2744"	0.99728177
"rs2745"	0.63543729
"rs2746"	0.25974598
"rs2747"	0.19875198
"rs2748"	0.32673006
"rs2749"	0.90401073
"rs2750"	0.92186216
"rs2751"	0.4735617
"rs2752"	0.17057661
"rs2753"	0.45946025
"rs2754"	0.35268182
"rs2755"	0.84949045
"rs2756"	0.78775402
"rs2757"	0.40010661
"rs2758"	0.62465153
"rs2759"	0.10377944
"rs2760"	0.93683944
"rs2761"	0.21803002
"rs2762"	0.62338147
"rs2763"	0.3571722
"rs2764"	0.76975503
"rs2765"	0.4156259
"rs2766"	0.27745852
"rs2767"	0.88363734
"rs2768"	0.62882572
"rs2769"	0.9338369
"rs2770"	0.57056955
"rs2771"	0.94265464
"rs2772"	0.55545158
"rs2773"	0.24811199
"rs2774"	0.38844889
"rs2775"	0.53400995
"rs2776"	0.16560878
"rs2777"	0.03574048
"rs2778"	0.81829085
"rs2779"	0.54719141
"rs2780"	0.18276386
"rs2781"	0.72952377
"rs2782"	0.98833024
"rs2783"	0.63783238
"rs2784"	0.18734588
"rs2785"	0.66924701
"rs2786"	0.01569603
"rs2787"	0.4367908
"rs2788"	0.52380988
"rs2789"	0.46213581
"rs2790"	0.57602926
"rs2791"	0.30808342
"rs2792"	0.8483877
"rs2793"	0.00809322
"rs2794"	0.14439991
"rs2795"	0.44340351
"rs2796"	0.98790113
"rs2797"	0.99055837
"rs2798"	0.65557046
"rs2799"	0.68712749
"rs2800"	0.56797729
"rs2801"	0.78077456
"rs2802"	0.55304275
"rs2803"	0.56919135
"rs2804"	0.29616868
"rs2805"	0.42684639
"rs2806"	0.19998846
"rs2807"	0.40324277
"rs2808"	0.34527857
"rs2809"	0.74081168
"rs2810"	0.57859765
"rs2811"	0.50305876
"rs2812"	0.06399939
"rs2813"	0.96602788
"rs2814"	0.94232355
"rs2815"	0.07063599
"rs2816"	0.3203175
"rs2817"	0.66575836
"rs2818"	0.72158037
"rs2819"	0.87145673
"rs2820"	0.01999486
"rs2821"	0.29833335
"rs2822"	0.82696113
"rs2823"	0.13833055
"rs2824"	0.48476623
"rs2825"	0.82121652
"rs2826"	0.8482987
"rs2827"	0.2647071
"rs2828"	0.85995188
"rs2829"	0.02104046
"rs2830"	0.11018611
"rs2831"	0.87564867
"rs2832"	0.34121972
"rs2833"	0.69173656
"rs2834"	0.93019889
"rs2835"	0.32714439
"rs2836"	0.78946667
"rs2837"	0.43665541
"rs2838"	0.90074926
"rs2839"	0.29418559
"rs2840"	0.56381
"rs2841"	0.91811362
"rs2842"	0.01130244
"rs2843"	0.99676012
"rs2844"	0.49980152
"rs2845"	0.62757325
"rs2846"	0.66034253
"rs2847"	0.56800219
"rs2848"	0.90912544
"rs2849"	0.82327609
"rs2850"	0.23544861
"rs2851"	0.52523693
"rs2852"	0.79860553
"rs2853"	0.74164826
"rs2854"	0.24606462
"rs2855"	0.87762263
"rs2856"	0.42319542
"rs2857"	0.12719438
"rs2858"	0.49498948
"rs2859"	0.46855924
"rs2860"	0.90455149
"rs2861"	0.78038598
"rs2862"	0.73062118
"rs2863"	0.9817713
"rs2864"	0.39246265
"rs2865"	0.75107765
"rs2866"	0.28121824
"rs2867"	0.62965271
"rs2868"	0.03991928
"rs2869"	0.20280736
"rs2870"	0.42229984
"rs2871"	0.89854883
"rs2872"	0.53940059
"rs2873"	0.54517118
"rs2874"	0.83074412
"rs2875"	0.26538966
"rs2876"	0.16413851
"rs2877"	0.02793974
"rs2878"	0.46787158
"rs2879"	0.86363319
"rs2880"	0.03949019
"rs2881"	0.18039667
"rs2882"	0.40153172
"rs2883"	0.36343848
"rs2884"	0.46208854
"rs2885"	0.06005242
"rs2886"	0.437132
"rs2887"	0.01214916
"rs2888"	0.90875702
"rs2889"	0.6119626
"rs2890"	0.66750277
"rs2891"	0.49276351
"rs2892"	0.98424893
"rs2893"	0.18253083
"rs2894"	0.53497706
"rs2895"	0.40161909
"rs2896"	0.79843412
"rs2897"	0.88619189
"rs2898"	0.04195683
"rs2899"	0.05132864
"rs2900"	0.93642618
"rs2901"	0.2688071
"rs2902"	0.53892875
"rs2903"	0.06919963
"rs2904"	0.10729209
"rs2905"	0.44481529
"rs2906"	0.531749
"rs2907"	0.59458009
"rs2908"	0.02869498
"rs2909"	0.31173537
"rs2910"	0.27509542
"rs2911"	0.29570603
"rs2912"	0.96569177
"rs2913"	0.68357082
"rs2914"	0.44083277
"rs2915"	0.87894541
"rs2916"	0.98062945
"rs2917"	0.04040913
"rs2918"	0.19153176
"rs2919"	0.72378052
"rs2920"	0.11594047
"rs2921"	0.4538688
"rs2922"	0.65380875
"rs2923"	0.94617879
"rs2924"	0.37579067
"rs2925"	0.60974101
"rs2926"	0.46927545
"rs2927"	0.78227341
"rs2928"	0.95292052
"rs2929"	0.32235795
"rs2930"	0.89701058
"rs2931"	0.78616084
"rs2932"	0.41717444
"rs2933"	0.50377278
"rs2934"	0.33818225
"rs2935"	0.96946204
"rs2936"	0.06364411
"rs2937"	0.28424116
"rs2938"	0.72679597
"rs2939"	0.97061244
"rs2940"	0.05471456
"rs2941"	0.66392555
"rs2942"	0.59908052
"rs2943"	0.51690585
"rs2944"	0.86794717
"rs2945"	0.95574952
"rs2946"	0.08964067
"rs2947"	0.492647
"rs2948"	0.87852205
"rs2949"	0.41221319
"rs2950"	0.43324449
"rs2951"	0.45758907
"rs2952"	0.14825506
"rs2953"	0.72909681
"rs2954"	0.82494229
"rs2955"	0.63586705
"rs2956"	0.52357059
"rs2957"	0.93770326
"rs2958"	0.32009601
"rs2959"	0.64127733
"rs2960"	0.72457051
"rs2961"	0.74959574
"rs2962"	0.40350628
"rs2963"	0.09945068
"rs2964"	0.89034831
"rs2965"	0.90277843
"rs2966"	0.02635334
"rs2967"	0.19778994
"rs2968"	0.53849888
"rs2969"	0.17489168
"rs2970"	0.01328128
"rs2971"	0.00748295
"rs2972"	0.53508888
"rs2973"	0.38194612
"rs2974"	0.02476488
"rs2975"	0.09344306
"rs2976"	0.47417231
"rs2977"	0.51147098
"rs2978"	0.79287232
"rs2979"	0.94804277
"rs2980"	0.29923651
"rs2981"	0.77906127
"rs2982"	0.23645082
"rs2983"	0.28599027
"rs2984"	0.17740106
"rs2985"	0.10885738
"rs2986"	0.41254348
"rs2987"	0.4165869
"rs2988"	0.90149674
"rs2989"	0.87985887
"rs2990"	0.0220178
"rs2991"	0.62948015
"rs2992"	0.82736298
"rs2993"	0.17663838
"rs2994"	0.69085175
"rs2995"	0.634365
"rs2996"	0.16985141
"rs2997"	0.32815522
"rs2998"	0.25630578
"rs2999"	0.34454121
"rs3000"	0.33198455
"rs3001"	0.82994609
"rs3002"	0.01272115
"rs3003"	0.99576107
"rs3004"	0.62088405
"rs3005"	0.97712015
"rs3006"	0.72918678
"rs3007"	0.38393236
"rs3008"	0.71118159
"rs3009"	0.82360364
"rs3010"	0.18796154
"rs3011"	0.89696203
"rs3012"	0.45140707
"rs3013"	0.18330991
"rs3014"	0.18347655
"rs3015"	0.33461969
"rs3016"	0.9761297
"rs3017"	0.10051387
"rs3018"	0.22792986
"rs3019"	0.82503803
"rs3020"	0.10311263
"rs3021"	0.32823084
"rs3022"	0.2614284
"rs3023"	0.87519458
"rs3024"	0.47195343
"rs3025"	0.41412085
"rs3026"	0.76609913
"rs3027"	0.88640217
"rs3028"	0.83526184
"rs3029"	0.55227023
"rs3030"	0.98094278
"rs3031"	0.69849024
"rs3032"	0.26056902
"rs3033"	0.44508526
"rs3034"	0.93819941
"rs3035"	0.94457562
"rs3036"	0.01092418
"rs3037"	0.9311375
"rs3038"	0.32139474
"rs3039"	0.48969224
"rs3040"	0.51568395
"rs3041"	0.66742766
"rs3042"	0.34446298
"rs3043"	0.82869958
"rs3044"	0.63992426
"rs3045"	0.79242433
"rs3046"	0.70885593
"rs3047"	0.25417879
"rs3048"	0.00160581
"rs3049"	0.50682261
"rs3050"	0.86522582
"rs3051"	0.47390736
"rs3052"	0.3274071
"rs3053"	0.50161559
"rs3054"	0.88792307
"rs3055"	0.09467482
"rs3056"	0.05276592
"rs3057"	0.69020127
"rs3058"	0.16304637
"rs3059"	0.67756257
"rs3060"	0.15587659
"rs3061"	0.75247691
"rs3062"	0.54983849
"rs3063"	0.60771435
"rs3064"	0.33073611
"rs3065"	0.52112092
"rs3066"	0.94173463
"rs3067"	0.25836155
"rs3068"	0.11384536
"rs3069"	0.52148738
"rs3070"	0.54608553
"rs3071"	0.29655259
"rs3072"	0.52588056
"rs3073"	0.43967703
"rs3074"	0.15785445
"rs3075"	0.78267927
"rs3076"	0.02090503
"rs3077"	0.70497218
"rs3078"	0.54711148
"rs3079"	0.57190171
"rs3080"	0.16604195
"rs3081"	0.75445541
"rs3082"	0.26780211
"rs3083"	0.53434619
"rs3084"	0.7494401
"rs3085"	0.52589851
"rs3086"	0.44202163
"rs3087"	0.73945327
"rs3088"	0.41726265
"rs3089"	0.99317086
"rs3090"	0.04025581
"rs3091"	0.41693358
"rs3092"	0.95021627
"rs3093"	0.85634577
"rs3094"	0.82487915
"rs3095"	0.79698389
"rs3096"	0.49357163
"rs3097"	0.10284032
"rs3098"	0.8344264
"rs3099"	0.98068172
"rs3100"	0.20534541
"rs3101"	0.88853852
"rs3102"	0.52100741
"rs3103"	0.17032289
"rs3104"	0.52040746
"rs3105"	0.13772075
"rs3106"	0.74814798
"rs3107"	0.14989799
"rs3108"	0.46482225
"rs3109"	0.15261265
"rs3110"	0.9311463
"rs3111"	0.62757891
"rs3112"	0.48037489
"rs3113"	0.24841763
"rs3114"	0.69511571
"rs3115"	0.68429264
"rs3116"	0.19654931
"rs3117"	0.87979516
"rs3118"	0.92618892
"rs3119"	0.43215945
"rs3120"	0.42644072
"rs3121"	0.09259651
"rs3122"	0.6801793
"rs3123"	0.08494115
"rs3124"	0.36459558
"rs3125"	0.04017559
"rs3126"	0.58989267
"rs3127"	0.11316822
"rs3128"	0.52040337
"rs3129"	0.50988918
"rs3130"	0.69887085
"rs3131"	0.52360306
"rs3132"	0.25970413
"rs3133"	0.88785227
"rs3134"	0.15345627
"rs3135"	0.46621071
"rs3136"	0.01328526
"rs3137"	0.2075468
"rs3138"	0.51667108
"rs3139"	0.37202517
"rs3140"	0.6044473
"rs3141"	0.66041056
"rs3142"	0.79104928
"rs3143"	0.5030189
"rs3144"	0.87575654
"rs3145"	0.34442449
"rs3146"	0.38816015
"rs3147"	0.94460242
"rs3148"	0.50898669
"rs3149"	0.35005128
"rs3150"	0.80209681
"rs3151"	0.69098741
"rs3152"	0.429801
"rs3153"	0.85308924
"rs3154"	0.60580766
"rs3155"	0.35930566
"rs3156"	0.48248474
"rs3157"	0.39513401
"rs3158"	0.75983552
"rs3159"	0.42364335
"rs3160"	0.30332866
"rs3161"	0.9021323
"rs3162"	0.13016718
"rs3163"	0.50871829
"rs3164"	0.65329783
"rs3165"	0.03473997
"rs3166"	0.65237437
"rs3167"	0.6259337
"rs3168"	0.50283979
"rs3169"	0.19905963
"rs3170"	0.32125157
"rs3171"	0.92454571
"rs3172"	0.58981573
"rs3173"	0.90698093
"rs3174"	0.34390096
"rs3175"	0.98298356
"rs3176"	0.38907622
"rs3177"	0.71282829
"rs3178"	0.82186722
"rs3179"	0.15074913
"rs3180"	0.25171007
"rs3181"	0.57562286
"rs3182"	0.22168904
"rs3183"	0.29082311
"rs3184"	0.77688491
"rs3185"	0.79856584
"rs3186"	0.25869888
"rs3187"	0.36940957
"rs3188"	0.3632707
"rs3189"	0.054726
"rs3190"	0.71494833
"rs3191"	0.00407276
"rs3192"	0.16295857
"rs3193"	0.35221372
"rs3194"	0.7909479
"rs3195"	0.76630601
"rs3196"	0.3250144
"rs3197"	0.61230101
"rs3198"	0.41270415
"rs3199"	0.691451
"rs3200"	0.85733172
"rs3201"	0.89208322
"rs3202"	0.83792166
"rs3203"	0.05350132
"rs3204"	0.64440218
"rs3205"	0.06764022
"rs3206"	0.30846057
"rs3207"	0.12988027
"rs3208"	0.26088737
"rs3209"	0.07670948
"rs3210"	0.75606424
"rs3211"	0.21146865
"rs3212"	0.94302246
"rs3213"	0.76312447
"rs3214"	0.17972878
"rs3215"	0.72039628
"rs3216"	0.83887406
"rs3217"	0.84021717
"rs3218"	0.12892184
"rs3219"	0.55781056
"rs3220"	0.16201253
"rs3221"	0.70094386
"rs3222"	0.35949037
"rs3223"	0.25004388
"rs3224"	0.40972011
"rs3225"	0.39979356
"rs3226"	0.89960555
"rs3227"	0.79277215
"rs3228"	0.68967679
"rs3229"	0.1712086
"rs3230"	0.56823964
"rs3231"	0.18213333
"rs3232"	0.03596431
"rs3233"	0.21171545
"rs3234"	0.56009935
"rs3235"	0.9127065
"rs3236"	0.34770036
"rs3237"	0.42447922
"rs3238"	0.07656326
"rs3239"	0.86898477
"rs3240"	0.53209204
"rs3241"	0.80470885
"rs3242"	0.80278157
"rs3243"	0.84040444
"rs3244"	0.14531673
"rs3245"	0.34397246
"rs3246"	0.21674775
"rs3247"	0.95926174
"rs3248"	0.47441969
"rs3249"	0.75932811
"rs3250"	0.93228081
"rs3251"	0.08808723
"rs3252"	0.21800763
"rs3253"	0.7018851
"rs3254"	0.41937092
"rs3255"	0.64528368
"rs3256"	0.78558053
"rs3257"	0.87967603
"rs3258"	0.5216127
"rs3259"	0.33513281
"rs3260"	0.00962035
"rs3261"	0.77847372
"rs3262"	0.32258768
"rs3263"	0.09704492
"rs3264"	0.89361436
"rs3265"	0.86024009
"rs3266"	0.15611499
"rs3267"	0.76188727
"rs3268"	0.93404834
"rs3269"	0.26516896
"rs3270"	0.86817092
"rs3271"	0.93444995
"rs3272"	0.09350398
"rs3273"	0.71792293
"rs3274"	0.00643215
"rs3275"	0.84647482
"rs3276"	0.16265811
"rs3277"	0.38310409
"rs3278"	0.13338696
"rs3279"	0.65784023
"rs3280"	0.26581281
"rs3281"	0.54847517
"rs3282"	0.27282703
"rs3283"	0.86267908
"rs3284"	0.23927755
"rs3285"	0.11221619
"rs3286"	0.30908663
"rs3287"	0.12428469
"rs3288"	0.09524654
"rs3289"	0.3137034
"rs3290"	0.40493028
"rs3291"	0.13223884
"rs3292"	0.20640858
"rs3293"	0.08563082
"rs3294"	0.2613672
"rs3295"	0.46032578
"rs3296"	0.33754955
"rs3297"	0.17939916
"rs3298"	0.23401875
"rs3299"	0.54064887
"rs3300"	0.00790326
"rs3301"	0.42082028
"rs3302"	0.76849076
"rs3303"	0.90758076
"rs3304"	0.45909512
"rs3305"	0.96062578
"rs3306"	0.62058912
"rs3307"	0.63089294
"rs3308"	0.77437433
"rs3309"	0.43580304
"rs3310"	0.00122382
"rs3311"	0.02294834
"rs3312"	0.12630256
"rs3313"	0.40955506
"rs3314"	0.17870251
"rs3315"	0.86817486
"rs3316"	0.12117002
"rs3317"	0.13102152
"rs3318"	0.95583053
"rs3319"	0.62727082
"rs3320"	0.8133956
"rs3321"	0.21137909
"rs3322"	0.12123971
"rs3323"	0.74969681
"rs3324"	0.26455384
"rs3325"	0.76762317
"rs3326"	0.48268194
"rs3327"	0.57393769
"rs3328"	0.52127026
"rs3329"	0.30431518
"rs3330"	0.47222329
"rs3331"	0.29592842
"rs3332"	0.34493554
"rs3333"	0.83163256
"rs3334"	0.57604267
"rs3335"	0.57257782
"rs3336"	0.4622868
"rs3337"	0.06517329
"rs3338"	0.76523141
"rs3339"	0.4173058
"rs3340"	0.7831293
"rs3341"	0.21104797
"rs3342"	0.84157112
"rs3343"	0.39314483
"rs3344"	0.65318887
"rs3345"	0.60851822
"rs3346"	0.98385232
"rs3347"	0.99168475
"rs3348"	0.22543365
"rs3349"	0.15576727
"rs3350"	0.12940291
"rs3351"	0.30834495
"rs3352"	0.93137159
"rs3353"	0.73901155
"rs3354"	0.43045404
"rs3355"	0.00233929
"rs3356"	0.99182098
"rs3357"	0.03701604
"rs3358"	0.50349372
"rs3359"	0.34466499
"rs3360"	0.18193714
"rs3361"	0.74512029
"rs3362"	0.52742426
"rs3363"	0.36292985
"rs3364"	0.30167265
"rs3365"	0.07542773
"rs3366"	0.08305148
"rs3367"	0.93163758
"rs3368"	0.45730105
"rs3369"	0.90784185
"rs3370"	0.60439064
"rs3371"	0.52561717
"rs3372"	0.1861957
"rs3373"	0.96090887
"rs3374"	0.70381329
"rs3375"	0.356639
"rs3376"	0.7460838
"rs3377"	0.34251944
"rs3378"	0.86103364
"rs3379"	0.67689748
"rs3380"	0.53622406
"rs3381"	0.06203503
"rs3382"	0.07597745
"rs3383"	0.09387672
"rs3384"	0.56916062
"rs3385"	0.58650764
"rs3386"	0.39967815
"rs3387"	0.20727877
"rs3388"	0.53065075
"rs3389"	0.2858946
"rs3390"	0.77013656
"rs3391"	0.47607118
"rs3392"	0.89781871
"rs3393"	0.30437594
"rs3394"	0.54990938
"rs3395"	0.60270774
"rs3396"	0.96330371
"rs3397"	0.90867765
"rs3398"	0.2334036
"rs3399"	0.43446804
"rs3400"	0.47095364
"rs3401"	0.32346951
"rs3402"	0.83914128
"rs3403"	0.27647145
"rs3404"	0.85234202
"rs3405"	0.00961562
"rs3406"	0.10678707
"rs3407"	0.37247108
"rs3408"	0.13689436
"rs3409"	0.88981587
"rs3410"	0.89722632
"rs3411"	0.20749047
"rs3412"	0.65359681
"rs3413"	0.6848756
"rs3414"	0.39061504
"rs3415"	0.32397111
"rs3416"	0.44865286
"rs3417"	0.76524598
"rs3418"	0.85906145
"rs3419"	0.6969343
"rs3420"	0.05962778
"rs3421"	0.30914388
"rs3422"	0.52287021
"rs3423"	0.40341525
"rs3424"	0.73607641
"rs3425"	0.80282926
"rs3426"	0.23128568
"rs3427"	0.00652481
"rs3428"	0.77000354
"rs3429"	0.97498017
"rs3430"	0.97256582
"rs3431"	0.28222807
"rs3432"	0.96594041
"rs3433"	0.21070802
"rs3434"	0.31430905
"rs3435"	0.40327202
"rs3436"	0.2454147
"rs3437"	0.0204166
"rs3438"	0.51173692
"rs3439"	0.86315056
"rs3440"	0.15986272
"rs3441"	0.32864809
"rs3442"	0.04019357
"rs3443"	0.8993644
"rs3444"	0.86823145
"rs3445"	0.37560549
"rs3446"	0.81149083
"rs3447"	0.2897079
"rs3448"	0.43584978
"rs3449"	0.12568206
"rs3450"	0.03021226
"rs3451"	0.17571873
"rs3452"	0.72212516
"rs3453"	0.26666758
"rs3454"	0.17521561
"rs3455"	0.63931184
"rs3456"	0.79708617
"rs3457"	0.5959659
"rs3458"	0.34249453
"rs3459"	0.94823939
"rs3460"	0.1145327
"rs3461"	0.38162835
"rs3462"	0.68572547
"rs3463"	0.93678033
"rs3464"	0.97933656
"rs3465"	0.53204863
"rs3466"	0.36489018
"rs3467"	0.01585421
"rs3468"	0.89698739
"rs3469"	0.68888061
"rs3470"	0.89405079
"rs3471"	0.73304203
"rs3472"	0.18622721
"rs3473"	0.30704677
"rs3474"	0.40911805
"rs3475"	0.69425959
"rs3476"	0.98533381
"rs3477"	0.20406816
"rs3478"	0.09595992
"rs3479"	0.42659749
"rs3480"	0.60688784
"rs3481"	0.7602261
"rs3482"	0.40446565
"rs3483"	0.97655519
"rs3484"	0.54277568
"rs3485"	0.1424099
"rs3486"	0.91612684
"rs3487"	0.28587717
"rs3488"	0.44087627
"rs3489"	0.8514276
"rs3490"	0.14098844
"rs3491"	0.20200916
"rs3492"	0.65069404
"rs3493"	0.06715237
"rs3494"	0.13521714
"rs3495"	0.30131734
"rs3496"	0.91689906
"rs3497"	0.86856548
"rs3498"	0.21771381
"rs3499"	0.68344108
"rs3500"	0.1563559
"rs3501"	0.77209282
"rs3502"	0.00318047
"rs3503"	0.91129118
"rs3504"	0.88990883
"rs3505"	0.43262711
"rs3506"	0.26969941
"rs3507"	0.37698118
"rs3508"	0.85357158
"rs3509"	0.49154744
"rs3510"	0.82547882
"rs3511"	0.45816297
"rs3512"	0.84041463
"rs3513"	0.22900527
"rs3514"	0.8560349
"rs3515"	0.69827946
"rs3516"	0.98924329
